eventID,datetime,lat,lon,depth_km,mag,location,mag_type,event_type
61249524,2021-06-27 07:14:10+00:00,8.89,126.37,33.0,5.1,013 km S 50° E of Bayabas (Surigao Del Sur),Mw,TECTONIC
61249599,2021-06-29 07:35:28+00:00,3.99,125.86,146.0,5.0,165 km S 17° E of Sarangani (Davao Occidental),Ms,TECTONIC
61249600,2021-06-29 08:55:56+00:00,9.13,122.09,7.0,4.6,066 km S 38° W of Hinoba-an (Negros Occidental),Ms,TECTONIC
61249634,2021-06-29 23:36:17+00:00,4.02,125.75,189.0,4.7,159 km S 13° E of Sarangani (Davao Occidental),Ms,TECTONIC
61249642,2021-06-30 09:58:05+00:00,9.54,126.52,27.0,4.5,046 km N 51° E of Cortes (Surigao Del Sur),Ms,TECTONIC
61249667,2021-06-30 20:28:47+00:00,18.56,120.96,14.0,4.5,003 km 00 °est of Santa Praxedes (Cagayan),Mw,TECTONIC
61249918,2021-07-08 10:09:12+00:00,4.93,126.59,12.0,5.2,147 km S 44° E of Jose Abad Santos (Davao Occidental),Mw,TECTONIC
61249943,2021-07-09 08:34:52+00:00,8.44,123.35,20.0,4.5,010 km S 42° E of Katipunan (Zamboanga Del Norte),Ms,TECTONIC
61249971,2021-07-10 00:43:49+00:00,2.52,126.63,64.0,6.2,347 km S 23° E of Sarangani (Davao Occidental),Mw,TECTONIC
61249972,2021-07-10 00:51:06+00:00,2.69,126.61,76.0,5.4,328 km S 24° E of Sarangani (Davao Occidental),Ms,TECTONIC
61249978,2021-07-10 10:06:28+00:00,2.74,126.48,32.0,4.8,318 km S 22° E of Sarangani (Davao Occidental),Ms,TECTONIC
61249998,2021-07-10 18:45:18+00:00,6.51,124.0,45.0,4.7,008 km S 47° W of Kalamansig (Sultan Kudarat),Mw,TECTONIC
61250053,2021-07-12 00:02:43+00:00,2.73,127.72,96.0,4.6,392 km S 41° E of Sarangani (Davao Occidental),Ms,TECTONIC
61250212,2021-07-16 23:29:23+00:00,14.24,127.79,47.0,4.9,337 km N 48° E of San Policarpo (Eastern Samar),Mw,TECTONIC
61250224,2021-07-17 12:58:44+00:00,2.14,127.09,126.0,4.5,406 km S 27° E of Sarangani (Davao Occidental),Ms,TECTONIC
61250248,2021-07-18 00:09:31+00:00,6.26,126.43,63.0,5.4,059 km S 43° E of Governor Generoso (Davao Oriental),Mw,TECTONIC
61250318,2021-07-19 18:39:37+00:00,3.54,126.59,87.0,4.6,245 km S 32° E of Sarangani (Davao Occidental),Ms,TECTONIC
61250353,2021-07-20 20:26:46+00:00,5.58,126.74,79.0,5.3,127 km S 73° E of Jose Abad Santos (Davao Occidental),Mw,TECTONIC
61250409,2021-07-23 20:48:59+00:00,13.71,120.57,111.0,6.6,015 km S 28° W of Calatagan (Batangas),Mw,TECTONIC
61250410,2021-07-23 20:57:18+00:00,13.74,120.54,101.0,5.5,014 km S 46° W of Calatagan (Batangas),Ms,TECTONIC
61250481,2021-07-24 13:07:14+00:00,2.42,126.6,43.0,4.8,355 km S 22° E of Sarangani (Davao Occidental),Ms,TECTONIC
61250720,2021-07-30 17:52:02+00:00,3.69,127.53,181.0,4.9,302 km S 51° E of Sarangani (Davao Occidental),Ms,TECTONIC
61250830,2021-08-03 12:58:44+00:00,15.08,119.75,14.0,4.6,034 km N 87° W of San Felipe (Zambales),Mw,TECTONIC
61250842,2021-08-03 16:20:06+00:00,13.54,120.87,2.0,4.5,013 km S 03° W of Tingloy (Batangas),Mw,TECTONIC
61250866,2021-08-04 16:56:44+00:00,5.04,125.34,29.0,4.7,043 km S 13° W of Sarangani (Davao Occidental),Ms,TECTONIC
61250869,2021-08-04 19:11:30+00:00,4.71,127.76,99.0,4.7,270 km S 60° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61250970,2021-08-08 13:35:55+00:00,2.04,127.3,21.0,4.7,396 km S 30° E of Sarangani (Davao Occidental),Ms,TECTONIC
61251100,2021-08-11 17:46:12+00:00,6.3,126.87,59.0,7.1,097 km S 66° E of Governor Generoso (Davao Oriental),Mw,TECTONIC
61251110,2021-08-11 19:28:27+00:00,5.68,126.92,15.0,4.8,142 km S 41° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61251147,2021-08-12 02:26:02+00:00,6.07,127.55,3.0,4.9,163 km S 48° E of Tarragona (Davao Oriental),Ms,TECTONIC
61251195,2021-08-12 11:25:02+00:00,5.8,127.67,23.0,4.5,193 km S 44° E of Tarragona (Davao Oriental),Ms,TECTONIC
61251204,2021-08-12 13:00:04+00:00,5.94,127.58,13.0,4.6,175 km S 45° E of Tarragona (Davao Oriental),Ms,TECTONIC
61251225,2021-08-12 14:54:08+00:00,5.85,127.66,1.0,4.9,189 km S 45° E of Tarragona (Davao Oriental),Ms,TECTONIC
61251228,2021-08-12 15:42:24+00:00,6.07,127.41,12.0,5.1,152 km S 44° E of Tarragona (Davao Oriental),Mw,TECTONIC
61251229,2021-08-12 15:53:27+00:00,6.1,127.65,24.0,5.6,169 km S 51° E of Tarragona (Davao Oriental),Mw,TECTONIC
61251249,2021-08-12 18:01:07+00:00,6.01,127.65,24.0,4.9,174 km S 49° E of Tarragona (Davao Oriental),Mw,TECTONIC
61251256,2021-08-12 18:32:50+00:00,6.04,127.6,25.0,4.6,169 km S 49° E of Tarragona (Davao Oriental),Ms,TECTONIC
61251272,2021-08-12 20:17:02+00:00,5.93,127.5,35.0,5.3,170 km S 43° E of Tarragona (Davao Oriental),Ms,TECTONIC
61251273,2021-08-12 20:28:29+00:00,6.05,127.58,1.0,5.1,167 km S 51° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61251278,2021-08-12 21:03:40+00:00,5.93,127.51,34.0,4.9,170 km S 43° E of Tarragona (Davao Oriental),Ms,TECTONIC
61251320,2021-08-13 10:50:48+00:00,6.13,127.33,15.0,4.5,141 km S 44° E of Tarragona (Davao Oriental),Ms,TECTONIC
61251334,2021-08-13 15:08:30+00:00,13.66,120.57,124.0,5.8,021 km S 20° W of Calatagan (Batangas),Mw,TECTONIC
61251350,2021-08-13 17:33:09+00:00,6.13,127.48,12.0,4.9,153 km S 48° E of Tarragona (Davao Oriental),Ms,TECTONIC
61251358,2021-08-13 18:25:38+00:00,6.14,127.51,15.0,4.5,155 km S 50° E of Tarragona (Davao Oriental),Ms,TECTONIC
61251363,2021-08-13 19:00:30+00:00,6.21,127.44,15.0,5.2,144 km S 50° E of Tarragona (Davao Oriental),Ms,TECTONIC
61251378,2021-08-13 21:45:00+00:00,6.1,127.42,1.0,4.5,150 km S 45° E of Tarragona (Davao Oriental),Ms,TECTONIC
61251392,2021-08-14 01:27:22+00:00,5.03,128.34,44.0,5.3,309 km S 54° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61251414,2021-08-14 10:30:38+00:00,10.02,126.15,33.0,5.0,008 km S 89° E of Burgos (Surigao Del Norte),Mw,TECTONIC
61251430,2021-08-14 16:39:55+00:00,20.13,122.02,1.0,4.9,027 km S 34° E of Sabtang (Batanes),Ms,TECTONIC
61251443,2021-08-14 19:22:12+00:00,5.86,127.41,34.0,4.9,172 km S 59° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61251908,2021-08-25 12:03:12+00:00,7.21,122.88,23.0,5.0,011 km S 19° E of Olutanga (Zamboanga Sibugay),Mw,TECTONIC
61251940,2021-08-26 14:30:09+00:00,4.68,125.38,48.0,4.5,082 km S 03° W of Sarangani (Davao Occidental),Ms,TECTONIC
61251951,2021-08-26 20:39:40+00:00,5.46,126.51,76.0,4.7,108 km S 62° E of Jose Abad Santos (Davao Occidental),Mw,TECTONIC
61251967,2021-08-27 10:22:23+00:00,5.5,125.24,34.0,5.7,022 km N 65° W of Sarangani (Davao Occidental),Mw,TECTONIC
61252004,2021-08-28 11:24:56+00:00,7.0,127.96,60.0,4.5,158 km S 81° E of Manay (Davao Oriental),Mw,TECTONIC
61252036,2021-08-29 14:52:59+00:00,8.01,126.07,5.0,4.8,006 km N 60° E of Santa Josefa (Agusan Del Sur),Mw,TECTONIC
61252054,2021-08-30 11:28:01+00:00,12.78,121.39,9.0,4.7,011 km N 75° W of Bongabong (Oriental Mindoro),Mw,TECTONIC
61252140,2021-09-02 07:23:27+00:00,11.51,124.38,7.0,5.0,011 km N 63° W of Biliran (Biliran),Mw,TECTONIC
61252244,2021-09-05 09:00:23+00:00,9.88,122.01,15.0,4.6,060 km N 85° W of City Of Sipalay (Negros Occidental),Mw,TECTONIC
61252260,2021-09-05 15:23:06+00:00,3.88,126.92,9.0,4.9,238 km S 44° E of Sarangani (Davao Occidental),Ms,TECTONIC
61252274,2021-09-06 05:42:16+00:00,5.33,126.68,1.0,4.5,131 km S 61° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61252281,2021-09-06 10:38:56+00:00,5.47,126.66,10.0,4.9,123 km S 66° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61252305,2021-09-07 02:29:25+00:00,5.35,126.81,1.0,4.7,143 km S 64° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61252326,2021-09-07 14:00:26+00:00,5.36,126.62,11.0,4.5,133 km S 88° E of Sarangani (Davao Occidental),Ms,TECTONIC
61252333,2021-09-07 18:29:15+00:00,8.42,126.97,8.0,4.5,070 km N 85° E of Hinatuan (Surigao Del Sur),Ms,TECTONIC
61252354,2021-09-08 05:15:17+00:00,5.99,126.88,33.0,4.5,116 km S 51° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61252471,2021-09-11 20:14:34+00:00,5.51,126.57,1.0,4.8,111 km S 66° E of Jose Abad Santos (Davao Occidental),Mw,TECTONIC
61252491,2021-09-12 13:34:34+00:00,3.85,128.83,12.0,4.6,416 km S 65° E of Sarangani (Davao Occidental),Mw,TECTONIC
61252630,2021-09-17 12:43:46+00:00,4.36,126.24,23.0,4.7,148 km S 38° E of Sarangani (Davao Occidental),Ms,TECTONIC
61252708,2021-09-19 20:49:10+00:00,11.04,122.11,15.0,4.7,004 km N 30° W of Valderrama (Antique),Ms,TECTONIC
61252770,2021-09-21 16:43:03+00:00,13.23,120.48,26.0,4.9,013 km N 89° W of Mamburao (Occidental Mindoro),Mw,TECTONIC
61252813,2021-09-22 19:47:05+00:00,13.24,120.46,31.0,4.7,015 km N 85° W of Mamburao (Occidental Mindoro),Mw,TECTONIC
61252858,2021-09-23 21:15:03+00:00,3.24,122.73,475.0,4.8,331 km S 18° E of Banguingui (Sulu),Ms,TECTONIC
61252867,2021-09-24 06:36:14+00:00,1.94,126.69,121.0,4.9,409 km S 20° E of Sarangani (Davao Occidental),Ms,TECTONIC
61252872,2021-09-24 11:35:16+00:00,2.99,126.99,90.0,4.6,320 km S 33° E of Sarangani (Davao Occidental),Ms,TECTONIC
61252933,2021-09-26 17:12:04+00:00,13.82,120.35,66.0,5.7,016 km N 44° E of Looc (Occidental Mindoro),Mw,TECTONIC
61252936,2021-09-26 17:40:49+00:00,13.83,120.41,79.0,4.5,021 km N 54° E of Looc (Occidental Mindoro),Ms,TECTONIC
61253122,2021-10-01 12:48:21+00:00,18.71,121.06,56.0,4.8,011 km N 12° W of Claveria (Cagayan),Mw,TECTONIC
61253191,2021-10-02 21:59:26+00:00,12.84,120.86,3.0,5.3,008 km S 88° E of Sablayan (Occidental Mindoro),Mw,TECTONIC
61253214,2021-10-02 23:33:33+00:00,12.86,120.83,4.0,4.7,006 km N 75° E of Sablayan (Occidental Mindoro),Mw,TECTONIC
61253332,2021-10-04 20:12:02+00:00,9.84,122.02,20.0,4.6,046 km N 81° W of City Of Sipalay (Negros Occidental),Ms,TECTONIC
61253359,2021-10-05 08:51:05+00:00,2.64,122.41,559.0,4.8,354 km S 37° E of South Ubian (Tawi-tawi),Ms,TECTONIC
61253452,2021-10-07 18:14:52+00:00,13.94,120.49,131.0,5.2,019 km N 53° W of Calatagan (Batangas),Mw,TECTONIC
61253634,2021-10-14 10:37:41+00:00,11.13,121.79,10.0,4.5,028 km S 75° W of Barbaza (Antique),Ms,TECTONIC
61253670,2021-10-14 21:19:06+00:00,6.99,127.59,25.0,4.5,119 km S 71° E of Caraga (Davao Oriental),Ms,TECTONIC
61253697,2021-10-15 16:54:46+00:00,8.76,126.43,46.0,4.6,015 km S 71° E of Marihatag (Surigao Del Sur),Mw,TECTONIC
61253733,2021-10-16 15:35:01+00:00,21.27,121.16,28.0,4.5,089 km N 53° W of Itbayat (Batanes),Ms,TECTONIC
61254012,2021-10-23 23:08:28+00:00,8.49,127.25,16.0,4.9,102 km N 82° E of Hinatuan (Surigao Del Sur),Mw,TECTONIC
61254090,2021-10-26 05:51:07+00:00,7.31,126.89,49.0,4.6,036 km S 87° E of Caraga (Davao Oriental),Ms,TECTONIC
61254139,2021-10-27 18:13:30+00:00,2.65,127.09,23.0,4.5,357 km S 31° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),Ms,TECTONIC
61254154,2021-10-28 05:39:03+00:00,13.0,124.63,11.0,5.0,055 km N 01° W of Catarman (Northern Samar),Mw,TECTONIC
61254175,2021-10-29 04:33:31+00:00,5.28,125.63,175.0,4.7,027 km S 57° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),Ms,TECTONIC
61254380,2021-11-05 05:05:17+00:00,9.12,127.0,24.0,4.5,080 km N 78° E of Bayabas (Surigao Del Sur),Ms,TECTONIC
61254471,2021-11-07 18:09:19+00:00,10.02,125.41,202.0,4.7,018 km S 90° W of San Jose (Dinagat Islands),Mw,TECTONIC
61254484,2021-11-08 04:16:42+00:00,7.91,127.0,28.0,4.8,062 km N 78° E of Cateel (Davao Oriental),Mw,TECTONIC
61254489,2021-11-08 07:04:48+00:00,6.47,126.21,37.0,4.6,025 km S 37° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61254813,2021-11-19 20:08:20+00:00,6.83,127.17,3.0,5.2,083 km S 73° E of Tarragona (Davao Oriental),Mw,TECTONIC
61254815,2021-11-19 20:13:46+00:00,6.79,127.19,4.0,5.4,087 km S 71° E of Tarragona (Davao Oriental),Mw,TECTONIC
61254873,2021-11-20 14:35:47+00:00,6.92,126.85,11.0,4.6,046 km S 72° E of Tarragona (Davao Oriental),Ms,TECTONIC
61254906,2021-11-20 22:42:57+00:00,6.67,126.64,69.0,4.8,047 km S 27° E of Tarragona (Davao Oriental),Mw,TECTONIC
61254995,2021-11-23 08:09:41+00:00,8.95,126.45,24.0,4.5,018 km S 83° E of Bayabas (Surigao Del Sur),Ms,TECTONIC
61255080,2021-11-26 15:47:40+00:00,10.17,126.43,10.0,4.7,043 km N 67° E of Burgos (Surigao Del Norte),Ms,TECTONIC
61255111,2021-11-27 06:01:50+00:00,4.47,126.37,86.0,5.4,148 km S 45° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),Mw,TECTONIC
61255189,2021-11-30 00:56:06+00:00,6.68,126.12,41.0,5.2,006 km N 61° E of Governor Generoso (Davao Oriental),Mw,TECTONIC
61255295,2021-12-04 23:47:54+00:00,4.06,128.15,173.0,6.1,336 km S 62° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental),Mw,TECTONIC
61255388,2021-12-09 00:18:32+00:00,10.12,126.33,7.0,4.5,031 km N 69° E of Burgos (Surigao Del Norte),Ms,TECTONIC
61255405,2021-12-09 12:44:54+00:00,10.16,126.45,11.0,4.9,044 km N 69° E of Burgos (Surigao Del Norte),Mw,TECTONIC
61255501,2021-12-13 09:12:31+00:00,13.63,120.53,100.0,5.5,024 km N 17° E of Paluan (Occidental Mindoro),Mw,TECTONIC
61255560,2021-12-15 13:11:41+00:00,10.25,126.53,17.0,5.1,056 km N 63° E of Burgos (Surigao Del Norte),Mw,TECTONIC
61255609,2021-12-17 14:28:55+00:00,12.82,123.64,24.0,4.8,011 km S 26° E of Donsol (Sorsogon),Ms,TECTONIC
61255649,2021-12-19 06:27:06+00:00,15.56,119.91,27.0,4.7,009 km N 75° W of Masinloc (Zambales),Ms,TECTONIC
61255692,2021-12-21 04:08:10+00:00,12.89,120.92,7.0,5.1,016 km N 72° E of Sablayan (Occidental Mindoro),Mw,TECTONIC
61255734,2021-12-22 12:19:58+00:00,2.2,126.6,88.0,5.1,378 km S 20° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),Mw,TECTONIC
61255736,2021-12-22 12:27:39+00:00,2.13,126.37,42.0,5.0,378 km S 16° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),Ms,TECTONIC
61255824,2021-12-26 00:12:06+00:00,16.15,119.27,12.0,5.0,057 km N 86° W of Agno (Pangasinan),Mw,TECTONIC
61255827,2021-12-26 02:22:54+00:00,2.14,126.32,16.0,5.3,375 km S 15° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),Mw,TECTONIC
61256110,2022-01-08 10:30:40+00:00,5.8,127.12,92.0,4.5,150 km S 51° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61256377,2022-01-18 19:10:07+00:00,21.12,122.21,187.0,5.2,053 km N 46° E of Itbayat (Batanes),Ms,TECTONIC
61256464,2022-01-21 20:43:44+00:00,7.44,126.65,115.0,5.4,018 km S 34° E of Baganga (Davao Oriental),Mw,TECTONIC
61256472,2022-01-22 02:26:11+00:00,3.41,126.67,20.0,6.1,261 km S 32° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),Mw,TECTONIC
61256484,2022-01-22 13:49:47+00:00,2.43,126.91,72.0,4.9,369 km S 27° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),Mw,TECTONIC
61256505,2022-01-22 22:07:16+00:00,13.67,120.56,112.0,4.9,020 km S 23° W of Calatagan (Batangas),Mw,TECTONIC
61256516,2022-01-23 06:15:58+00:00,6.97,127.27,13.0,4.9,080 km S 72° E of Manay (Davao Oriental),Mw,TECTONIC
61256517,2022-01-23 06:23:45+00:00,6.97,127.3,9.0,5.3,088 km S 73° E of Manay (Davao Oriental),Ms,TECTONIC
61256583,2022-01-25 23:59:17+00:00,4.94,126.53,62.0,4.5,131 km S 63° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental),Ms,TECTONIC
61256590,2022-01-26 09:52:42+00:00,4.59,128.22,47.0,4.9,320 km S 63° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61256610,2022-01-27 06:15:10+00:00,3.0,127.54,183.0,5.2,356 km S 41° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),Ms,TECTONIC
61256639,2022-01-28 04:56:14+00:00,6.09,126.81,14.0,4.7,102 km S 53° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61256687,2022-01-30 00:17:13+00:00,15.5,118.41,14.0,5.2,080 km N 61° E of Bajo De Masinloc (Masinloc) (Zambales),Mw,TECTONIC
61256795,2022-02-03 04:47:11+00:00,20.0,121.57,55.0,4.6,065 km N 34° W of Babuyan Island (Calayan) (Cagayan),Ms,TECTONIC
61256819,2022-02-04 01:43:59+00:00,3.17,128.59,284.0,4.9,430 km S 55° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),Ms,TECTONIC
61256964,2022-02-11 14:25:15+00:00,5.87,124.38,48.0,5.1,030 km S 65° W of Kiamba (Sarangani),Mw,TECTONIC
61256978,2022-02-12 00:41:08+00:00,20.1,121.48,31.0,5.1,049 km S 57° W of Sabtang (Batanes),Mw,TECTONIC
61257019,2022-02-13 04:36:15+00:00,19.26,121.04,11.0,5.4,024 km N 45° W of Dalupiri Island (Calayan) (Cagayan),Mw,TECTONIC
61257024,2022-02-13 10:12:15+00:00,5.84,125.69,66.0,4.6,039 km S 01° W of Don Marcelino (Davao Occidental),Ms,TECTONIC
61257195,2022-02-20 12:48:47+00:00,10.42,126.72,21.0,4.6,084 km N 58° E of Burgos (Surigao Del Norte),Mw,TECTONIC
61257201,2022-02-20 18:29:24+00:00,5.77,126.63,56.0,5.7,110 km S 82° E of Jose Abad Santos (Davao Occidental),Mw,TECTONIC
61257207,2022-02-20 19:25:36+00:00,5.73,126.71,43.0,4.5,120 km S 80° E of Jose Abad Santos (Davao Occidental),Ms,TECTONIC
61257214,2022-02-20 21:13:24+00:00,5.85,126.56,51.0,5.2,101 km S 86° E of Jose Abad Santos (Davao Occidental),Mw,TECTONIC
61257224,2022-02-21 07:22:16+00:00,13.55,120.67,102.0,5.3,013 km N 28° W of Abra De Ilog (Occidental Mindoro),Ms,TECTONIC
61257268,2022-02-23 13:54:37+00:00,8.4,126.72,19.0,4.7,042 km N 86° E of Hinatuan (Surigao Del Sur),Mw,TECTONIC
61257307,2022-02-24 22:19:34+00:00,5.92,126.61,49.0,4.7,101 km S 36° E of Governor Generoso (Davao Oriental),Ms,TECTONIC
61257330,2022-02-26 06:15:50+00:00,5.58,126.39,117.0,5.3,091 km S 66° E of Jose Abad Santos (Davao Occidental),Mw,TECTONIC
61257502,2022-03-05 22:40:30+00:00,3.65,125.66,64.0,4.7,189 km S 05° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),Ms,TECTONIC
61257546,2022-03-07 18:13:13+00:00,2.67,125.7,76.0,5.6,305 km S 06° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),Mw,TECTONIC
61257641,2022-03-11 14:14:24+00:00,7.83,126.08,27.0,4.9,003 km N 73° E of Monkayo (Davao De Oro),Mw,TECTONIC
61257715,2022-03-13 21:05:48+00:00,14.05,119.11,33.0,6.4,111 km N 79° W of Lubang (Occidental Mindoro),Mw,TECTONIC
61257784,2022-03-14 05:35:20+00:00,14.09,119.17,28.0,4.5,106 km N 76° W of Lubang (Occidental Mindoro),Ms,TECTONIC
61257838,2022-03-14 14:31:54+00:00,14.12,119.19,29.0,4.6,105 km N 74° W of Lubang (Occidental Mindoro),Ms,TECTONIC
61257839,2022-03-14 14:40:48+00:00,14.07,119.17,33.0,5.1,106 km N 77° W of Lubang (Occidental Mindoro),Mw,TECTONIC
61257843,2022-03-14 15:22:52+00:00,14.07,119.17,32.0,4.7,106 km N 77° W of Lubang (Occidental Mindoro),Mw,TECTONIC
61257924,2022-03-15 08:05:19+00:00,14.15,119.08,32.0,4.9,117 km N 74° W of Lubang (Occidental Mindoro),Mw,TECTONIC
61257973,2022-03-15 18:15:48+00:00,13.99,119.24,35.0,5.0,097 km N 81° W of Lubang (Occidental Mindoro),Mw,TECTONIC
61257986,2022-03-15 19:49:38+00:00,13.95,119.22,22.0,4.5,098 km N 84° W of Lubang (Occidental Mindoro),Mw,TECTONIC
61257999,2022-03-16 00:09:29+00:00,14.1,119.16,27.0,5.0,106 km N 76° W of Lubang (Occidental Mindoro),Mw,TECTONIC
61258077,2022-03-16 22:50:48+00:00,2.13,126.96,203.0,4.8,401 km S 25° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),Ms,TECTONIC
61258313,2022-03-20 16:39:19+00:00,10.95,124.8,4.0,5.3,010 km S 77° W of Burauen (Leyte),Mw,TECTONIC
61258450,2022-03-22 17:41:00+00:00,23.43,121.57,15.0,6.7,294 km N 06° W of Itbayat (Batanes),Mw,TECTONIC
61258476,2022-03-23 12:02:56+00:00,19.19,122.19,20.0,5.1,046 km N 48° E of Camiguin Island (Calayan) (Cagayan),Mw,TECTONIC
61258498,2022-03-23 20:07:10+00:00,14.11,119.13,27.0,4.6,111 km N 75° W of Lubang (Occidental Mindoro),Ms,TECTONIC
61258520,2022-03-24 12:01:51+00:00,9.15,122.56,8.0,4.5,030 km S 16° W of Basay (Negros Oriental),Ms,TECTONIC
61258534,2022-03-24 20:50:37+00:00,14.18,119.14,25.0,4.8,112 km N 72° W of Lubang (Occidental Mindoro),Ms,TECTONIC
61258535,2022-03-24 21:06:35+00:00,14.19,119.15,26.0,4.5,111 km N 71° W of Lubang (Occidental Mindoro),Mw,TECTONIC
61258591,2022-03-26 04:01:41+00:00,3.72,126.84,130.0,4.6,245 km S 40° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),Ms,TECTONIC
61258606,2022-03-26 13:53:24+00:00,20.54,122.24,14.0,5.2,030 km N 71° E of Basco (Batanes),Mw,TECTONIC
61258726,2022-03-29 16:27:14+00:00,14.12,119.09,33.0,5.0,115 km N 76° W of Lubang (Occidental Mindoro),Mw,TECTONIC
61258732,2022-03-29 18:55:32+00:00,15.05,119.6,10.0,5.0,051 km S 76° W of Cabangan (Zambales),Mw,TECTONIC
61258810,2022-04-01 01:35:52+00:00,9.9,126.97,16.0,5.0,090 km N 82° E of General Luna (Surigao Del Norte),Mw,TECTONIC
61258815,2022-04-01 09:32:03+00:00,9.03,126.33,10.0,4.8,009 km N 35° E of Bayabas (Surigao Del Sur),Ms,TECTONIC
61258839,2022-04-02 08:43:34+00:00,2.87,127.36,93.0,4.7,354 km S 37° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),Ms,TECTONIC
61258866,2022-04-03 00:52:46+00:00,5.03,126.83,110.0,4.9,164 km S 53° E of Jose Abad Santos (Davao Occidental),Mw,TECTONIC
61258878,2022-04-03 10:24:52+00:00,9.16,126.88,4.0,5.6,069 km N 73° E of Bayabas (Surigao Del Sur),Mw,TECTONIC
61258881,2022-04-03 11:21:59+00:00,9.17,127.03,1.0,5.4,085 km N 75° E of Bayabas (Surigao Del Sur),Mw,TECTONIC
61258893,2022-04-03 15:29:36+00:00,9.12,126.88,5.0,5.5,067 km N 75° E of Bayabas (Surigao Del Sur),Mw,TECTONIC
61258907,2022-04-03 18:36:09+00:00,9.19,126.78,9.0,4.7,060 km N 66° E of Bayabas (Surigao Del Sur),Mw,TECTONIC
61258953,2022-04-04 16:30:36+00:00,9.23,126.94,2.0,4.6,078 km N 68° E of Bayabas (Surigao Del Sur),Ms,TECTONIC
61259009,2022-04-05 17:01:24+00:00,11.43,125.94,8.0,4.5,037 km N 75° E of Hernani (Eastern Samar),Mw,TECTONIC
61259077,2022-04-07 00:36:52+00:00,14.26,119.13,24.0,4.6,116 km N 68° W of Lubang (Occidental Mindoro),Ms,TECTONIC
61259116,2022-04-07 23:36:09+00:00,21.57,120.96,1.0,5.6,125 km N 47° W of Itbayat (Batanes),Ms,TECTONIC
61259144,2022-04-08 19:19:37+00:00,21.35,121.12,32.0,5.2,097 km N 50° W of Itbayat (Batanes),Mw,TECTONIC
61259179,2022-04-09 09:44:56+00:00,12.3,123.82,7.0,5.0,012 km N 21° W of Dimasalang (Masbate),Mw,TECTONIC
61259203,2022-04-09 16:43:51+00:00,21.59,121.14,40.0,5.0,115 km N 39° W of Itbayat (Batanes),Mw,TECTONIC
61259254,2022-04-11 11:15:44+00:00,9.25,126.8,2.0,4.5,065 km N 62° E of Bayabas (Surigao Del Sur),Mw,TECTONIC
61259258,2022-04-11 13:47:30+00:00,21.52,120.81,25.0,5.2,135 km N 53° W of Itbayat (Batanes),Ms,TECTONIC
61259307,2022-04-12 15:46:52+00:00,3.19,128.11,231.0,4.9,387 km S 50° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),Ms,TECTONIC
61259512,2022-04-18 14:30:04+00:00,14.23,119.15,24.0,4.9,111 km N 67° W of Lubang (Occidental Mindoro),Ms,TECTONIC
61259537,2022-04-19 01:23:07+00:00,7.11,127.04,15.0,6.2,057 km S 78° E of Manay (Davao Oriental),Mw,TECTONIC
61259554,2022-04-19 04:24:35+00:00,7.1,127.01,17.0,5.3,068 km S 59° E of Manay (Davao Oriental),Mw,TECTONIC
61259557,2022-04-19 05:56:22+00:00,7.09,127.09,15.0,4.6,017 km N 70° E of Manay (Davao Oriental),Ms,TECTONIC
61259559,2022-04-19 06:08:46+00:00,7.08,127.09,77.0,4.5,063 km S 76° E of Manay (Davao Oriental),Ms,TECTONIC
61259587,2022-04-19 16:36:23+00:00,6.99,127.27,34.0,4.5,082 km S 72° E of Manay (Davao Oriental),Mw,TECTONIC
61259592,2022-04-19 17:51:53+00:00,6.27,127.51,54.0,5.0,145 km S 53° E of Tarragona (Davao Oriental),Mw,TECTONIC
